"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 17 16:32:09 GMT 2024","Thu Oct 17 16:32:10 GMT 2024","855","firefox","navigation.spec.ts","Test navigation side menu scenarios.","","","Assert if 'All Items' menu option is working correctly.",""
"passed","Thu Oct 17 16:31:49 GMT 2024","Thu Oct 17 16:31:50 GMT 2024","691","chromium","login.spec.ts","Test application login scenarios","","","Test invalid login scenarios with username standard_user and password empty",""
"passed","Thu Oct 17 16:32:16 GMT 2024","Thu Oct 17 16:32:16 GMT 2024","858","firefox","product-details.spec.ts","Test product page functionalities and information.","","","Assert if product description matches with the name in inventory list.",""
"passed","Thu Oct 17 16:31:50 GMT 2024","Thu Oct 17 16:31:51 GMT 2024","1056","chromium","navigation.spec.ts","Test navigation side menu scenarios.","","","Assert menu item About consistency.",""
"passed","Thu Oct 17 16:32:04 GMT 2024","Thu Oct 17 16:32:05 GMT 2024","603","firefox","login.spec.ts","Test application login scenarios","","","Test invalid login scenarios with username non_existing_username and password secret_sauce",""
"passed","Thu Oct 17 16:31:50 GMT 2024","Thu Oct 17 16:31:50 GMT 2024","410","chromium","navigation.spec.ts","Test navigation side menu scenarios.","","","Assert menu item All Items consistency.",""
"passed","Thu Oct 17 16:32:08 GMT 2024","Thu Oct 17 16:32:09 GMT 2024","951","firefox","navigation.spec.ts","Test navigation side menu scenarios.","","","Assert menu item Reset App State consistency.",""
"passed","Thu Oct 17 16:31:52 GMT 2024","Thu Oct 17 16:31:52 GMT 2024","380","chromium","navigation.spec.ts","Test navigation side menu scenarios.","","","Assert menu item Reset App State consistency.",""
"passed","Thu Oct 17 16:31:59 GMT 2024","Thu Oct 17 16:32:00 GMT 2024","461","chromium","product-details.spec.ts","Test product page functionalities and information.","","","Assert if product price matches with the price in inventory list.",""
"skipped","Thu Oct 17 16:32:18 GMT 2024","Thu Oct 17 16:32:18 GMT 2024","0","firefox","product-details.spec.ts","Test product page functionalities and information.","","","Assert if ""Reset App State"" function resets the app state inside the product page.",""
"passed","Thu Oct 17 16:32:03 GMT 2024","Thu Oct 17 16:32:03 GMT 2024","630","firefox","login.spec.ts","Test application login scenarios","","","Test invalid login scenarios with username locked_out_user and password secret_sauce",""
"skipped","Thu Oct 17 16:32:00 GMT 2024","Thu Oct 17 16:32:00 GMT 2024","0","chromium","product-details.spec.ts","Test product page functionalities and information.","","","Assert if ""Reset App State"" function resets the app state inside the product page.",""
"skipped","Thu Oct 17 16:32:15 GMT 2024","Thu Oct 17 16:32:15 GMT 2024","0","firefox","navigation.spec.ts","Test navigation side menu scenarios.","","","Assert if the 'Reset App State' menu option clears the shopping cart and reset the page DOM.",""
"passed","Thu Oct 17 16:32:07 GMT 2024","Thu Oct 17 16:32:08 GMT 2024","670","firefox","navigation.spec.ts","Test navigation side menu scenarios.","","","Assert menu item Logout consistency.",""
"passed","Thu Oct 17 16:31:48 GMT 2024","Thu Oct 17 16:31:48 GMT 2024","313","chromium","login.spec.ts","Test application login scenarios","","","Test invalid login scenarios with username standard_user and password wrong_password",""
"passed","Thu Oct 17 16:32:03 GMT 2024","Thu Oct 17 16:32:04 GMT 2024","631","firefox","login.spec.ts","Test application login scenarios","","","Test invalid login scenarios with username standard_user and password wrong_password",""
"passed","Thu Oct 17 16:32:05 GMT 2024","Thu Oct 17 16:32:06 GMT 2024","577","firefox","login.spec.ts","Test application login scenarios","","","Test invalid login scenarios with username standard_user and password empty",""
"passed","Thu Oct 17 16:32:10 GMT 2024","Thu Oct 17 16:32:12 GMT 2024","1863","firefox","navigation.spec.ts","Test navigation side menu scenarios.","","","Assert if the 'Logout' menu option logs out the user and redirects to login form.",""
"passed","Thu Oct 17 16:32:15 GMT 2024","Thu Oct 17 16:32:16 GMT 2024","628","firefox","product-details.spec.ts","Test product page functionalities and information.","","","Assert if product name matches with the name in inventory list.",""
"passed","Thu Oct 17 16:31:48 GMT 2024","Thu Oct 17 16:31:49 GMT 2024","331","chromium","login.spec.ts","Test application login scenarios","","","Test invalid login scenarios with username non_existing_username and password secret_sauce",""
